id,ime,datum_sprejema,datum_oddaje,spol,felvfiv,tip
426,Kamnik(3x),20/06/2022,x,"1x ženski, 2x moški",Negativni,muc
427,Kamnik(3x),20/06/2022,x,"1x ženski, 2x moški",Negativni,muc
428,Triglav,23/06/2022,25/08/2022,Moški,Negativen,muc
429,Triglav,23/06/2022,25/08/2022,Moški,Negativen,muc
430,Ilirec,17/06/2022,22/08/2022,Moški,Negativen,muc
431,Ilirec,17/06/2022,22/08/2022,Moški,Negativen,muc
432,Obrov:mama+4,11/05/2022,x,"Mama, 3 samičke in 1 samček",Negativni,muc
433,Obrov:mama+4,11/05/2022,x,"Mama, 3 samičke in 1 samček",Negativni,muc
434,LenkainAjda,09/05/2022,22/08/2022,Ženski,Negativni,muc
435,LenkainAjda,09/05/2022,22/08/2022,Ženski,Negativni,muc
436,Jarše:mama+4,12/05/2022,x,Mama in 4 mladiči: 1 samička in 3 samčki,Negativni,muc
437,Jarše:mama+4,12/05/2022,x,Mama in 4 mladiči: 1 samička in 3 samčki,Negativni,muc
438,Blejčan,06/06/2022,22/08/2022,Moški,Negativen,muc
439,Blejčan,06/06/2022,22/08/2022,Moški,Negativen,muc
440,KG,16/06/2022,22/08/2022,Moški,Negativenen,muc
441,KG,16/06/2022,22/08/2022,Moški,Negativenen,muc
442,Kozinci(6x),17/06/2022,x,"1x ženski, 5x moški",Negativni,muc
443,Kozinci(6x),17/06/2022,x,"1x ženski, 5x moški",Negativni,muc
444,Zoey,08/08/2021,28/07/2022,Ženski,Negativna,muc
445,Zoey,08/08/2021,28/07/2022,Ženski,Negativna,muc
446,Shadow,22/10/2020,26/07/2022,Moški,Negativen,muc
447,Shadow,22/10/2020,26/07/2022,Moški,Negativen,muc
448,Murka,10/08/2021,26/07/2022,Ženski,Negativna,muc
449,Murka,10/08/2021,26/07/2022,Ženski,Negativna,muc
450,Rovte:4mladiči,26/05/2022,26/07/2022,,Negativne,muc
451,Rovte:4mladiči,26/05/2022,26/07/2022,,Negativne,muc
452,Pokljuka(3x),03/06/2022,26/07/2022,"2x ženski, 1x moški",Negativni,muc
453,Pokljuka(3x),03/06/2022,26/07/2022,"2x ženski, 1x moški",Negativni,muc
454,Domžalci(4x),,26/07/2022,"3x moški, 1x ženski",Negativni,muc
455,Domžalci(4x),,26/07/2022,"3x moški, 1x ženski",Negativni,muc
456,Wendy,27/10/2021,21/07/2022,Ženski,Negativna,muc
457,Wendy,27/10/2021,21/07/2022,Ženski,Negativna,muc
458,Gusarka,15/04/2022,09/07/2022,Ženski,Negativna,muc
459,Gusarka,15/04/2022,09/07/2022,Ženski,Negativna,muc
460,Trzinčki(4x),30/05/2022,x,"3x ženski, 1x moški",Negativni,muc
461,Trzinčki(4x),30/05/2022,x,"3x ženski, 1x moški",Negativni,muc
462,Anabella,09/04/2022,x,Ženski,,muc
463,Anabella,09/04/2022,x,Ženski,,muc
464,Jojo,04/05/2022,24/06/2022,Moški,Negativen,muc
465,Jojo,04/05/2022,24/06/2022,Moški,Negativen,muc
466,Stahovica:4dudarji-nedonošeni,12/05/2022,x,,,muc
467,Stahovica:4dudarji-nedonošeni,12/05/2022,x,,,muc
468,Timotej,10/04/2022,25/05/2022,Moški,Negativen,muc
469,Timotej,10/04/2022,25/05/2022,Moški,Negativen,muc
470,Sammy,25/03/2022,07/05/2022,Moški,Negativen,muc
471,Sammy,25/03/2022,07/05/2022,Moški,Negativen,muc
472,Bubbles,05/05/2021,12/04/2022,Ženski,Negativna,muc
473,Bubbles,05/05/2021,12/04/2022,Ženski,Negativna,muc
474,Ota,24/07/2021,12/04/2022,Ženski,Negativna,muc
475,Ota,24/07/2021,12/04/2022,Ženski,Negativna,muc
476,Ruben,01/08/2021,08/04/2022,Moški,Negativen,muc
477,Ruben,01/08/2021,08/04/2022,Moški,Negativen,muc
478,Twix,19/12/2021,31/03/2022,Moški,Negativen,muc
479,Twix,19/12/2021,31/03/2022,Moški,Negativen,muc
480,Loki,17/09/2021,22/03/2022,Moški,Negativen,muc
481,Loki,17/09/2021,22/03/2022,Moški,Negativen,muc
482,Timon,31/10/2021,22/03/2022,Moški,Negativen,muc
483,Timon,31/10/2021,22/03/2022,Moški,Negativen,muc
484,Winston,07/12/2021,28/02/2022,Moški,Negativen,muc
485,Winston,07/12/2021,28/02/2022,Moški,Negativen,muc
486,Darcy,07/12/2021,28/02/2022,Moški,Negativen,muc
487,Darcy,07/12/2021,28/02/2022,Moški,Negativen,muc
488,DudarkaMimi,25/04/2020,23/02/2022,Ženski,,muc
489,DudarkaMimi,25/04/2020,23/02/2022,Ženski,,muc
490,Pegica,08/10/2021,23/02/2022,Ženski,Negativna,muc
491,Pegica,08/10/2021,23/02/2022,Ženski,Negativna,muc
492,Percy,23/12/2021,21/02/2022,Moški,Negativen,muc
493,Percy,23/12/2021,21/02/2022,Moški,Negativen,muc
494,Megi,16/12/2020,15/02/2021,Ženski,Negativna,muc
495,Megi,16/12/2020,15/02/2021,Ženski,Negativna,muc
496,Luna,01/04/2021,15/02/2021,Ženski,Negativna,muc
497,Luna,01/04/2021,15/02/2021,Ženski,Negativna,muc
498,Tresko,11/10/2021,14/02/2022,Moški,Negativen,muc
499,Tresko,11/10/2021,14/02/2022,Moški,Negativen,muc
500,Rooney,20/07/2021,08/02/2022,Moški,Negativen,muc
501,Rooney,20/07/2021,08/02/2022,Moški,Negativen,muc
502,Leo,06/10/2021,08/02/2022,Moški,Negativen,muc
503,Leo,06/10/2021,08/02/2022,Moški,Negativen,muc
504,Yoshi,03/11/2021,06/02/2022,Moški,Negativen,muc
505,Yoshi,03/11/2021,06/02/2022,Moški,Negativen,muc
506,Bessie,14/09/2021,27/01/2022,Ženski,Negativna,muc
507,Bessie,14/09/2021,27/01/2022,Ženski,Negativna,muc
508,George,01/08/2021,27/01/2022,Moški,Negativen,muc
509,George,01/08/2021,27/01/2022,Moški,Negativen,muc
510,Leela,16/11/2021,,Ženski,Negativna,muc
511,Leela,16/11/2021,,Ženski,Negativna,muc
512,Ashley,26/08/2021,26/01/2022,Ženski,Negativna,muc
513,Ashley,26/08/2021,26/01/2022,Ženski,Negativna,muc
514,Dewey,23/09/2021,26/01/2022,Moški,Negativen,muc
515,Dewey,23/09/2021,26/01/2022,Moški,Negativen,muc
516,Barney,10/12/2021,24/01/2022,Moški,Negativen,muc
517,Barney,10/12/2021,24/01/2022,Moški,Negativen,muc
518,Misty,09/11/2021,24/01/2022,Ženski,Negativna,muc
519,Misty,09/11/2021,24/01/2022,Ženski,Negativna,muc
520,Riki,01/08/2021,24/01/2022,Moški,Negativen,muc
521,Riki,01/08/2021,24/01/2022,Moški,Negativen,muc
522,Quinnie,10/12/2021,24/01/2022,Ženski,Negativna,muc
523,Quinnie,10/12/2021,24/01/2022,Ženski,Negativna,muc
524,Dottie,29/10/2021,22/01/2022,Ženski,Negativna,muc
525,Dottie,29/10/2021,22/01/2022,Ženski,Negativna,muc
526,Lilibeth,10/12/2021,22/01/2022,Ženski,Negativna,muc
527,Lilibeth,10/12/2021,22/01/2022,Ženski,Negativna,muc
528,Lira,14/12/2021,22/01/2022,Ženski,Negativna,muc
529,Lira,14/12/2021,22/01/2022,Ženski,Negativna,muc
530,Lars,14/12/2021,22/01/2022,Moški,Negativen,muc
531,Lars,14/12/2021,22/01/2022,Moški,Negativen,muc
532,Callie,14/09/2021,19/01/2022,Ženski,Negativna,muc
533,Callie,14/09/2021,19/01/2022,Ženski,Negativna,muc
534,Alvin,14/09/2021,19/01/2022,Moški,Negativen,muc
535,Alvin,14/09/2021,19/01/2022,Moški,Negativen,muc
536,Hoshi,19/11/2021,19/01/2022,Ženski,Negativna,muc
537,Hoshi,19/11/2021,19/01/2022,Ženski,Negativna,muc
538,Clint,12/12/2021,19/01/2022,Moški,Negativen,muc
539,Clint,12/12/2021,19/01/2022,Moški,Negativen,muc
540,Sid,16/09/2021,17/01/2022,Moški,Negativen,muc
541,Sid,16/09/2021,17/01/2022,Moški,Negativen,muc
542,Juniper,15/09/2021,17/01/2022,Ženski,Negativna,muc
543,Juniper,15/09/2021,17/01/2022,Ženski,Negativna,muc
544,Winnie,20/07/2021,16/01/2022,Ženski,Negativna,muc
545,Winnie,20/07/2021,16/01/2022,Ženski,Negativna,muc
546,Nancy,06/10/2021,16/01/2022,Ženski,Negativna,muc
547,Nancy,06/10/2021,16/01/2022,Ženski,Negativna,muc
548,Keiko,04/11/2021,16/01/2022,Ženski,Negativna,muc
549,Keiko,04/11/2021,16/01/2022,Ženski,Negativna,muc
550,Ollie,24/11/2021,16/01/2022,Moški,Negativen,muc
551,Ollie,24/11/2021,16/01/2022,Moški,Negativen,muc
552,Logan,01/10/2021,13/01/2022,Moški,Negativen,muc
553,Logan,01/10/2021,13/01/2022,Moški,Negativen,muc
554,Bellatrix,19/12/2021,x,Ženski,Negativna,muc
555,Bellatrix,19/12/2021,x,Ženski,Negativna,muc
556,MachuPicchu,05/08/2021,10/01/2022,Moški,Negativen,muc
557,MachuPicchu,05/08/2021,10/01/2022,Moški,Negativen,muc
558,Pepper,20/07/2021,04/01/2022,Moški,Negativen,muc
559,Pepper,20/07/2021,04/01/2022,Moški,Negativen,muc
560,Kimi,01/09/2021,04/01/2022,Ženski,Negativna,muc
561,Kimi,01/09/2021,04/01/2022,Ženski,Negativna,muc
562,Vana,02/09/2021,30/10/2021,Ženski,,pes
563,Vana,02/09/2021,30/10/2021,Ženski,,pes
564,Taj,26/04/2021,29/10/2021,Moški,,pes
565,Taj,26/04/2021,29/10/2021,Moški,,pes
566,Grinta,,23/10/2021,Ženski,,pes
567,Grinta,,23/10/2021,Ženski,,pes
568,Payda,,x,Ženski,,pes
569,Nori,09/09/2021,20/10/2021,Ženski,,pes
570,Lun,20/04/2021,06/10/2021,Moški,,pes
571,Lun,20/04/2021,06/10/2021,Moški,,pes
572,Sreča,11/05/2021,06/10/2021,Ženski,,pes
573,Sreča,11/05/2021,06/10/2021,Ženski,,pes
574,Peanut,31/08/2021,06/10/2021,Ženski,,pes
575,Peanut,31/08/2021,06/10/2021,Ženski,,pes
576,Rumba,08/12/2020,31/08/2021,Ženski,,pes
577,Rumba,08/12/2020,31/08/2021,Ženski,,pes
578,Falco,22/07/2021,31/08/2021,Moški,,pes
579,Falco,22/07/2021,31/08/2021,Moški,,pes
580,Nodi,16/07/2021,27/08/2021,Moški,,pes
581,Nodi,16/07/2021,27/08/2021,Moški,,pes
582,Janež,03/01/2021,10/08/2021,Moški,,pes
583,Janež,03/01/2021,10/08/2021,Moški,,pes
584,Deja,26/12/2020,09/07/2021,Ženski,,pes
585,Deja,26/12/2020,09/07/2021,Ženski,,pes
586,Deep,26/12/2020,05/07/2021,Moški,,pes
587,Deep,26/12/2020,05/07/2021,Moški,,pes
588,Željko,02/12/2019,03/07/2021,Moški,,pes
589,Željko,02/12/2019,03/07/2021,Moški,,pes
590,Neža,21/04/2020,,Ženski,,pes
591,Neža,21/04/2020,,Ženski,,pes
592,Raja,08/12/2020,04/06/2021,Ženski,,pes
593,Raja,08/12/2020,04/06/2021,Ženski,,pes
594,Fenek,22/02/2019,x,Ženski,,pes
595,Fenek,22/02/2019,x,Ženski,,pes
596,FlorenceandtheMachineHorjulska,22/02/2019,x,Ženski,,pes
597,FlorenceandtheMachineHorjulska,22/02/2019,x,Ženski,,pes
598,Blum,13/03/2021,03/06/2021,Moški,,pes
599,Blum,13/03/2021,03/06/2021,Moški,,pes
600,Rosie,14/12/2020,,Ženski,,pes
601,Rosie,14/12/2020,,Ženski,,pes
602,Bina,23/12/2020,26/05/2021,Ženski,,pes
603,Bina,23/12/2020,26/05/2021,Ženski,,pes
604,Piko,02/02/2021,26/05/2021,Moški,,pes
605,Piko,02/02/2021,26/05/2021,Moški,,pes
606,Jure,03/01/2021,19/05/2021,Moški,,pes
607,Jure,03/01/2021,19/05/2021,Moški,,pes
608,Bentley,08/04/2021,10/05/2021,Moški,,pes
609,Bentley,08/04/2021,10/05/2021,Moški,,pes
610,Bendži,15/04/2021,10/05/2021,Moški,,pes
611,Bendži,15/04/2021,10/05/2021,Moški,,pes
612,Kjut,20/04/2021,08/05/2021,Moški,,pes
613,Kjut,20/04/2021,08/05/2021,Moški,,pes
614,Jon,03/01/2021,07/04/2021,Moški,,pes
615,Jon,03/01/2021,07/04/2021,Moški,,pes
616,Jošt,03/01/2021,04/04/2021,Moški,,pes
617,Jošt,03/01/2021,04/04/2021,Moški,,pes
618,Juš,03/01/2021,02/04/2021,Moški,,pes
619,Juš,03/01/2021,02/04/2021,Moški,,pes
620,Jesen,03/01/2021,31/03/2021,Moški,,pes
621,Jesen,03/01/2021,31/03/2021,Moški,,pes
622,Boots,27/10/2020,29/03/2021,Ženski,,pes
623,Boots,27/10/2020,29/03/2021,Ženski,,pes
624,Dim,,x,Moški,,pes
625,Dark,,10/03/2021,Moški,,pes
626,Jera,03/01/2021,04/03/2021,Ženski,,pes
627,Julija,03/01/2021,04/03/2021,Ženski,,pes
628,Darla,,04/03/2021,Ženski,,pes
629,Jagoda,03/01/2021,04/03/2021,Ženski,,pes
630,Dejvi,,04/03/2021,Moški,,pes
631,Živa,12/02/2021,x,Ženski,,pes
632,Dex,,03/03/2021,Moški,,pes
633,Daš,,03/03/2021,Moški,,pes
634,Iča,07/10/2020,04/02/2021,Ženski,,pes
635,Sally,07/10/2020,29/01/2021,Ženski,,pes
636,Johny,24/06/2020,22/01/2021,Moški,,pes
637,Willow,13/05/2021,06/12/2021,Ženski,Negativna,muc
638,Willow,13/05/2021,06/12/2021,Ženski,Negativna,muc
639,Tobi,11/08/2021,06/12/2021,Moški,Negativen,muc
640,Tobi,11/08/2021,06/12/2021,Moški,Negativen,muc
641,Dusty,11/08/2021,06/12/2021,Moški,Negativen,muc
642,Dusty,11/08/2021,06/12/2021,Moški,Negativen,muc
643,MiliGili,08/09/2021,06/12/2021,Moški,Negativen,muc
644,MiliGili,08/09/2021,06/12/2021,Moški,Negativen,muc
645,Fiona,03/08/2021,01/12/2021,Ženski,Negativna,muc
646,Fiona,03/08/2021,01/12/2021,Ženski,Negativna,muc
647,Lili,22/07/2021,18/11/2021,Ženski,Negativna,muc
648,Lili,22/07/2021,18/11/2021,Ženski,Negativna,muc
649,Tesa,20/08/2021,18/11/2021,Ženski,Negativna,muc
650,Tesa,20/08/2021,18/11/2021,Ženski,Negativna,muc
651,Finn,03/08/2021,17/11/2021,Moški,Negativen,muc
652,Finn,03/08/2021,17/11/2021,Moški,Negativen,muc
653,Gus,19/08/2021,17/11/2021,Moški,Negativen,muc
654,Gus,19/08/2021,17/11/2021,Moški,Negativen,muc
655,Tinki,27/08/2021,,Moški,Negativen,muc
656,Tinki,27/08/2021,,Moški,Negativen,muc
657,Ava,03/09/2021,17/11/2021,Ženski,Negativna,muc
658,Ava,03/09/2021,17/11/2021,Ženski,Negativna,muc
659,Lucas,04/10/2021,08/11/2021,Moški,Negativen,muc
660,Lucas,04/10/2021,08/11/2021,Moški,Negativen,muc
661,Winky,10/07/2020,08/11/2021,Ženski,Negativna,muc
662,Winky,10/07/2020,08/11/2021,Ženski,Negativna,muc
663,Pan,01/04/2021,02/11/2021,Moški,Negativen,muc
664,Pan,01/04/2021,02/11/2021,Moški,Negativen,muc
665,Ela,,02/11/2021,Ženski,Negativna,muc
666,Ela,,02/11/2021,Ženski,Negativna,muc
667,Nala,,02/11/2021,Ženski,Negativna,muc
668,Nala,,02/11/2021,Ženski,Negativna,muc
669,Lajla,,02/11/2021,Ženski,Negativna,muc
670,Lajla,,02/11/2021,Ženski,Negativna,muc
671,Simba,11/05/2021,x,Moški,Negativen,muc
672,Simba,11/05/2021,x,Moški,Negativen,muc
673,Olivia,11/05/2021,x,Ženski,Negativna,muc
674,Olivia,11/05/2021,x,Ženski,Negativna,muc
675,Jošti,06/09/2021,31/10/2021,Moški,Negativen,muc
676,Jošti,06/09/2021,31/10/2021,Moški,Negativen,muc
677,Inko,18/05/2018,x,Moški,Negativen,muc
678,Inko,18/05/2018,x,Moški,Negativen,muc
679,Kvaka,30/01/2018,x,Ženski,Negativna,muc
680,Kvaka,30/01/2018,x,Ženski,Negativna,muc
681,Rusty,31/10/2020,20/10/2021,Moški,Negativen,muc
682,Rusty,31/10/2020,20/10/2021,Moški,Negativen,muc
683,Oona,16/05/2020,x,3x ženski,,muc
684,Oona,16/05/2020,x,3x ženski,,muc
685,Mila,19/02/2016,14/10/2021,Ženski,Negativna,muc
686,Mila,19/02/2016,14/10/2021,Ženski,Negativna,muc
687,Dai,26/05/2020,05/06/2021,Moški,Negativen,muc
688,Dai,26/05/2020,05/06/2021,Moški,Negativen,muc
689,"Fiona,Lexi,EnyainDafi",14/05/2020,,"3x ženski, 1x moški",,muc
690,"Fiona,Lexi,EnyainDafi",14/05/2020,,"3x ženski, 1x moški",,muc
691,Nessie,14/05/2020,06/05/2021,Ženski,,muc
692,Nessie,14/05/2020,06/05/2021,Ženski,,muc
693,"Šana,RuthinbratecMorgan",23/05/2020,x,2x ženski in 1x moški,,muc
694,TritačekArchie,04/12/2019,04/02/2021,Moški,Negativen,muc
695,Oliver,27/05/2020,04/02/2021,Moški,,muc
696,A-jevčki,28/04/2020,x,3 x ženski in 1 x moški,,muc
697,Vana,02/09/2021,30/10/2021,Ženski,,pes
698,Vana,02/09/2021,30/10/2021,Ženski,,pes
699,Taj,26/04/2021,29/10/2021,Moški,,pes
700,Taj,26/04/2021,29/10/2021,Moški,,pes
701,Grinta,,23/10/2021,Ženski,,pes
702,Grinta,,23/10/2021,Ženski,,pes
703,Payda,,x,Ženski,,pes
704,Nori,09/09/2021,20/10/2021,Ženski,,pes
705,Lun,20/04/2021,06/10/2021,Moški,,pes
706,Lun,20/04/2021,06/10/2021,Moški,,pes
707,Sreča,11/05/2021,06/10/2021,Ženski,,pes
708,Sreča,11/05/2021,06/10/2021,Ženski,,pes
709,Peanut,31/08/2021,06/10/2021,Ženski,,pes
710,Peanut,31/08/2021,06/10/2021,Ženski,,pes
711,Rumba,08/12/2020,31/08/2021,Ženski,,pes
712,Rumba,08/12/2020,31/08/2021,Ženski,,pes
713,Falco,22/07/2021,31/08/2021,Moški,,pes
714,Falco,22/07/2021,31/08/2021,Moški,,pes
715,Nodi,16/07/2021,27/08/2021,Moški,,pes
716,Nodi,16/07/2021,27/08/2021,Moški,,pes
717,Janež,03/01/2021,10/08/2021,Moški,,pes
718,Janež,03/01/2021,10/08/2021,Moški,,pes
719,Deja,26/12/2020,09/07/2021,Ženski,,pes
720,Deja,26/12/2020,09/07/2021,Ženski,,pes
721,Deep,26/12/2020,05/07/2021,Moški,,pes
722,Deep,26/12/2020,05/07/2021,Moški,,pes
723,Željko,02/12/2019,03/07/2021,Moški,,pes
724,Željko,02/12/2019,03/07/2021,Moški,,pes
725,Neža,21/04/2020,,Ženski,,pes
726,Neža,21/04/2020,,Ženski,,pes
727,Raja,08/12/2020,04/06/2021,Ženski,,pes
728,Raja,08/12/2020,04/06/2021,Ženski,,pes
729,Fenek,22/02/2019,x,Ženski,,pes
730,Fenek,22/02/2019,x,Ženski,,pes
731,FlorenceandtheMachineHorjulska,22/02/2019,x,Ženski,,pes
732,FlorenceandtheMachineHorjulska,22/02/2019,x,Ženski,,pes
733,Blum,13/03/2021,03/06/2021,Moški,,pes
734,Blum,13/03/2021,03/06/2021,Moški,,pes
735,Rosie,14/12/2020,,Ženski,,pes
736,Rosie,14/12/2020,,Ženski,,pes
737,Bina,23/12/2020,26/05/2021,Ženski,,pes
738,Bina,23/12/2020,26/05/2021,Ženski,,pes
739,Piko,02/02/2021,26/05/2021,Moški,,pes
740,Piko,02/02/2021,26/05/2021,Moški,,pes
741,Jure,03/01/2021,19/05/2021,Moški,,pes
742,Jure,03/01/2021,19/05/2021,Moški,,pes
743,Bentley,08/04/2021,10/05/2021,Moški,,pes
744,Bentley,08/04/2021,10/05/2021,Moški,,pes
745,Bendži,15/04/2021,10/05/2021,Moški,,pes
746,Bendži,15/04/2021,10/05/2021,Moški,,pes
747,Kjut,20/04/2021,08/05/2021,Moški,,pes
748,Kjut,20/04/2021,08/05/2021,Moški,,pes
749,Jon,03/01/2021,07/04/2021,Moški,,pes
750,Jon,03/01/2021,07/04/2021,Moški,,pes
751,Jošt,03/01/2021,04/04/2021,Moški,,pes
752,Jošt,03/01/2021,04/04/2021,Moški,,pes
753,Juš,03/01/2021,02/04/2021,Moški,,pes
754,Juš,03/01/2021,02/04/2021,Moški,,pes
755,Jesen,03/01/2021,31/03/2021,Moški,,pes
756,Jesen,03/01/2021,31/03/2021,Moški,,pes
757,Boots,27/10/2020,29/03/2021,Ženski,,pes
758,Boots,27/10/2020,29/03/2021,Ženski,,pes
759,Dim,,x,Moški,,pes
760,Dark,,10/03/2021,Moški,,pes
761,Jera,03/01/2021,04/03/2021,Ženski,,pes
762,Julija,03/01/2021,04/03/2021,Ženski,,pes
763,Darla,,04/03/2021,Ženski,,pes
764,Jagoda,03/01/2021,04/03/2021,Ženski,,pes
765,Dejvi,,04/03/2021,Moški,,pes
766,Živa,12/02/2021,x,Ženski,,pes
767,Dex,,03/03/2021,Moški,,pes
768,Daš,,03/03/2021,Moški,,pes
769,Iča,07/10/2020,04/02/2021,Ženski,,pes
770,Sally,07/10/2020,29/01/2021,Ženski,,pes
771,Johny,24/06/2020,22/01/2021,Moški,,pes
772,Willow,13/05/2021,06/12/2021,Ženski,Negativna,muc
773,Willow,13/05/2021,06/12/2021,Ženski,Negativna,muc
774,Tobi,11/08/2021,06/12/2021,Moški,Negativen,muc
775,Tobi,11/08/2021,06/12/2021,Moški,Negativen,muc
776,Dusty,11/08/2021,06/12/2021,Moški,Negativen,muc
777,Dusty,11/08/2021,06/12/2021,Moški,Negativen,muc
778,MiliGili,08/09/2021,06/12/2021,Moški,Negativen,muc
779,MiliGili,08/09/2021,06/12/2021,Moški,Negativen,muc
780,Fiona,03/08/2021,01/12/2021,Ženski,Negativna,muc
781,Fiona,03/08/2021,01/12/2021,Ženski,Negativna,muc
782,Lili,22/07/2021,18/11/2021,Ženski,Negativna,muc
783,Lili,22/07/2021,18/11/2021,Ženski,Negativna,muc
784,Tesa,20/08/2021,18/11/2021,Ženski,Negativna,muc
785,Tesa,20/08/2021,18/11/2021,Ženski,Negativna,muc
786,Finn,03/08/2021,17/11/2021,Moški,Negativen,muc
787,Finn,03/08/2021,17/11/2021,Moški,Negativen,muc
788,Gus,19/08/2021,17/11/2021,Moški,Negativen,muc
789,Gus,19/08/2021,17/11/2021,Moški,Negativen,muc
790,Tinki,27/08/2021,,Moški,Negativen,muc
791,Tinki,27/08/2021,,Moški,Negativen,muc
792,Ava,03/09/2021,17/11/2021,Ženski,Negativna,muc
793,Ava,03/09/2021,17/11/2021,Ženski,Negativna,muc
794,Lucas,04/10/2021,08/11/2021,Moški,Negativen,muc
795,Lucas,04/10/2021,08/11/2021,Moški,Negativen,muc
796,Winky,10/07/2020,08/11/2021,Ženski,Negativna,muc
797,Winky,10/07/2020,08/11/2021,Ženski,Negativna,muc
798,Pan,01/04/2021,02/11/2021,Moški,Negativen,muc
799,Pan,01/04/2021,02/11/2021,Moški,Negativen,muc
800,Ela,,02/11/2021,Ženski,Negativna,muc
801,Ela,,02/11/2021,Ženski,Negativna,muc
802,Nala,,02/11/2021,Ženski,Negativna,muc
803,Nala,,02/11/2021,Ženski,Negativna,muc
804,Lajla,,02/11/2021,Ženski,Negativna,muc
805,Lajla,,02/11/2021,Ženski,Negativna,muc
806,Simba,11/05/2021,x,Moški,Negativen,muc
807,Simba,11/05/2021,x,Moški,Negativen,muc
808,Olivia,11/05/2021,x,Ženski,Negativna,muc
809,Olivia,11/05/2021,x,Ženski,Negativna,muc
810,Jošti,06/09/2021,31/10/2021,Moški,Negativen,muc
811,Jošti,06/09/2021,31/10/2021,Moški,Negativen,muc
812,Inko,18/05/2018,x,Moški,Negativen,muc
813,Inko,18/05/2018,x,Moški,Negativen,muc
814,Kvaka,30/01/2018,x,Ženski,Negativna,muc
815,Kvaka,30/01/2018,x,Ženski,Negativna,muc
816,Rusty,31/10/2020,20/10/2021,Moški,Negativen,muc
817,Rusty,31/10/2020,20/10/2021,Moški,Negativen,muc
818,Oona,16/05/2020,x,3x ženski,,muc
819,Oona,16/05/2020,x,3x ženski,,muc
820,Mila,19/02/2016,14/10/2021,Ženski,Negativna,muc
821,Mila,19/02/2016,14/10/2021,Ženski,Negativna,muc
822,Dai,26/05/2020,05/06/2021,Moški,Negativen,muc
823,Dai,26/05/2020,05/06/2021,Moški,Negativen,muc
824,"Fiona,Lexi,EnyainDafi",14/05/2020,,"3x ženski, 1x moški",,muc
825,"Fiona,Lexi,EnyainDafi",14/05/2020,,"3x ženski, 1x moški",,muc
826,Nessie,14/05/2020,06/05/2021,Ženski,,muc
827,Nessie,14/05/2020,06/05/2021,Ženski,,muc
828,"Šana,RuthinbratecMorgan",23/05/2020,x,2x ženski in 1x moški,,muc
829,TritačekArchie,04/12/2019,04/02/2021,Moški,Negativen,muc
830,Oliver,27/05/2020,04/02/2021,Moški,,muc
831,A-jevčki,28/04/2020,x,3 x ženski in 1 x moški,,muc
832,Skippy,11/07/2020,06/11/2020,Ženski,,pes
833,Luna,01/10/2020,06/11/2020,Ženski,,pes
834,Foxy,30/09/2020,06/11/2020,Ženski,,pes
835,Sky,01/10/2020,05/11/2020,Moški,,pes
836,Sunny,01/10/2020,04/11/2020,Moški,,pes
837,Kati,21/04/2020,,Ženski,,pes
838,Amala,31/07/2020,28/09/2020,Ženski,,pes
839,Ajda,31/07/2020,07/09/2020,Ženski,,pes
840,Hugo,12/07/2020,04/09/2020,Moški,,pes
841,Ink,31/07/2020,04/09/2020,Moški,,pes
842,Bigo,08/05/2020,x,Moški,,pes
843,Kapučin,27/12/2019,02/09/2020,Moški,,pes
844,Bert,12/07/2020,01/09/2020,Moški,,pes
845,AlanWattsHorjulski,28/04/2019,24/07/2020,Moški,,pes
846,Viki,21/04/2020,,Ženski,,pes
847,Dembe,09/04/2020,16/07/2020,Moški,,pes
848,SuzyQ,09/04/2020,05/07/2020,Ženski,,pes
849,"Fani,Kati,NežainViki",21/04/2020,,4 x ženski,,pes
850,Navabi,09/04/2020,28/05/2020,Ženski,,pes
851,CopatkaGabi,01/05/2020,21/05/2020,Ženski,,pes
852,Rika,05/09/2017,x,Ženski,,pes
853,Darcy,04/05/2020,15/05/2020,Moški,,pes
854,Aram,09/04/2020,06/05/2020,Moški,,pes
855,RobiHorjulski,,26/04/2020,Moški,,pes
856,NudlHorjulska,13/11/2019,18/04/2020,Ženski,,pes
857,Ronja,10/01/2020,18/04/2020,Ženski,,pes
858,NaughtyHorjulska,13/11/2019,18/04/2020,Ženski,,pes
859,Pippa,27/12/2019,26/02/2020,Ženski,,pes
860,JonaHorjulska,23/09/2019,16/02/2020,Ženski,,pes
861,NiftyHorjulski,13/11/2019,02/02/2020,Moški,,pes
862,Nayeli,01/10/2019,15/12/2020,Ženski,,muc
863,Yago,,26/10/2020,Moški,Negativen,muc
864,Oli,08/05/2020,19/10/2020,Moški,,muc
865,MamaPilar,16/07/2019,x,Ženski,Negativna,muc
866,Liam,06/05/2020,15/10/2020,Moški,Negativen,muc
867,"TinkerBell,SilverMist,IriDessainFawn",08/05/2020,x,4x ženski,,muc
868,Saki,23/05/2020,20/09/2020,Ženski,,muc
869,Edmund,19/04/2020,04/09/2020,Moški,Negativen,muc
870,Aiden,02/05/2020,02/09/2020,Moški,Negativen,muc
871,DudicaCleo,11/05/2020,02/09/2020,Ženski,,muc
872,"Bumble,BlinkyinBeeBeeinBryn",11/05/2020,x,"3x ženski, 1x moški",,muc
873,"Dea,DemiinDino",27/05/2020,x,2x ženski in 1x moški,,muc
